name,NumberOfInstances,NumberOfFeatures,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,Dimensionality,MajorityClassPercentage,MajorityClassSize,NumberOfBinaryFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,DefaultAccuracy,PercentageOfMissingValues,MeanKurtosisOfNumericAtts,MeanSkewnessOfNumericAtts,MeanMeansOfNumericAtts,MeanStdDevOfNumericAtts,NoiseToSignalRatio,EquivalentNumberOfAtts,MeanAttributeEntropy,MeanMutualInformation,ClassEntropy,NaiveBayesErrRate,Dif_NB_Err_Rate,NaiveBayesKappa,Dif_NB_kappa,NaiveBayesAUC,Dif_NB_AUC,DecisionStumpErrRate,Dif_DS_Err_Rate,DecisionStumpKappa,Dif_DS_Kappa,DecisionStumpAUC,Dif_DS_AUC,kNN1NErrRate,Dif_KNN_Err_Rate,kNN1NKappa,Dif_KNN_kappa,kNN1NAUC,Dif_KNN_AUC
fri_c3_500_5.arff,500,6,0,5,1,0.012,52.6,263,1,0,0,0.526,0,87.88026588,2.052767424,-96888.38279,13291.56497,0,0,-1,0,0.998048596,0.358,0.174,0.284,-0.348840062,0.669827213,-0.173717733,0.304,0.12,0.386512972,-0.24632709,0.682140508,-0.161404438,0.136,-0.048,0.727034795,0.094194733,0.863214131,0.019669185
fri_c3_500_50.arff,500,51,0,50,1,0.102,56.4,282,1,0,0,0.564,0,31.60186559,0.903578892,-15968.17361,9830.681128,0,0,-1,0,0.988148956,0.396,0.218,0.206374655,-0.42961121,0.650985751,-0.179452143,0.396,0.218,0.177686225,-0.45829964,0.615817555,-0.214620339,0.462,0.284,0.054208975,-0.58177689,0.526921075,-0.303516819
fri_c4_100_10.arff,100,11,0,10,1,0.11,53,53,1,0,0,0.53,0,39.89340169,1.068000941,-20342.54312,12482.79821,0,0,-1,0,0.997401589,0.33,-0.03,0.338412189,0.064511423,0.705339221,0.0355279,0.25,-0.15,0.496373892,0.280380164,0.71216379,0.06784424,0.38,0.09,0.23356192,-0.179393546,0.616218386,-0.088518667
fri_c4_100_100.arff,100,101,0,100,1,1.01,53,53,1,0,0,0.53,0,45.1559868,1.313755893,-42465.26414,7366.975873,0,0,-1,0,0.997401589,0.36,0.1,0.277398635,-0.209375941,0.649538338,-0.094741068,0.22,-0.04,0.566758566,0.07998399,0.792252108,0.047972702,0.53,0.27,-0.06511254,-0.551887116,0.467482939,-0.276796467
fri_c4_100_25.arff,100,26,0,25,1,0.26,54,54,1,0,0,0.54,0,42.77033469,1.137272909,-21784.94455,13365.85936,0,0,-1,0,0.995378439,0.32,-0.03,0.36,0.04359375,0.70410628,0.021135266,0.37,0.02,0.268196203,-0.048210047,0.666062802,-0.016908212,0.42,0.07,0.146341463,-0.170064787,0.572463768,-0.110507246
fri_c4_100_50.arff,100,51,0,50,1,0.51,56,56,1,0,0,0.56,0,32.43161141,0.922884991,-16385.30602,10087.44467,0,0,-1,0,0.989587521,0.52,0.09,-0.060358891,-0.198289925,0.418019481,-0.259943181,0.5,0.07,0,-0.137931034,0.5,-0.177962662,0.52,0.09,-0.055194805,-0.193125839,0.472402597,-0.205560065
fri_c4_1000_10.arff,1000,11,0,10,1,0.011,56,560,1,0,0,0.56,0,86.2966117,2.018736484,-95145.23943,13052.57765,0,0,-1,0,0.989587521,0.347,0.188,0.287005835,-0.38963941,0.698616071,-0.18031453,0.282,0.123,0.424959217,-0.251686028,0.707670455,-0.171260146,0.271,0.112,0.453143918,-0.223501327,0.727840909,-0.151089692
fri_c4_1000_100.arff,1000,101,0,100,1,0.101,56.4,564,1,0,0,0.564,0,86.2366151,3.63146106,146.1395703,63.27315476,0,0,-1,0,0.988148956,0.368,0.252,0.252129804,-0.512373542,0.668659314,-0.224331447,0.292,0.176,0.409346883,-0.355156463,0.69405947,-0.198931291,0.471,0.355,0.041560852,-0.722942494,0.520764201,-0.37222656
fri_c4_1000_25.arff,1000,26,0,25,1,0.026,54.7,547,1,0,0,0.547,0,74.30063771,3.287519521,124.9382163,53.97429766,0,0,-1,0,0.993616753,0.367,0.219,0.26155753,-0.43843801,0.675779185,-0.204424293,0.325,0.177,0.341080871,-0.358914669,0.669584448,-0.21061903,0.418,0.27,0.14944877,-0.55054677,0.574100754,-0.306102724
fri_c4_1000_50.arff,1000,51,0,50,1,0.051,56,560,1,0,0,0.56,0,52.1990695,1.500675145,-53854.22191,9186.980554,0,0,-1,0,0.989587521,0.343,0.212,0.295919205,-0.438705218,0.684228896,-0.207832792,0.278,0.147,0.43642556,-0.298198863,0.716964286,-0.175097402,0.435,0.304,0.120927977,-0.613696446,0.560714286,-0.331347402
fri_c4_250_10.arff,250,11,0,10,1,0.044,53.2,133,1,0,0,0.532,0,44.10649448,1.171930906,-22449.9156,13773.68385,0,0,-1,0,0.99704334,0.38,0.096,0.240388921,-0.190153267,0.661654135,-0.070850203,0.356,0.072,0.269677673,-0.160864515,0.663806953,-0.068697385,0.324,0.04,0.351668054,-0.078874134,0.676466808,-0.05603753
fri_c4_250_100.arff,250,101,0,100,1,0.404,56,140,1,0,0,0.56,0,41.53454088,1.223638243,-39110.75143,6785.807444,0,0,-1,0,0.989587521,0.336,0.132,0.310118265,-0.282663594,0.69512987,-0.083668831,0.3,0.096,0.377283295,-0.215498564,0.663961039,-0.114837662,0.408,0.204,0.158970976,-0.433810883,0.578246753,-0.200551948
fri_c4_250_25.arff,250,26,0,25,1,0.104,54.4,136,1,0,0,0.544,0,32.2059853,0.917474332,-16274.59449,10019.29302,0,0,-1,0,0.994406653,0.292,0.1,0.405963153,-0.204830827,0.707107843,-0.133094685,0.252,0.06,0.49098313,-0.11981085,0.729295666,-0.110906862,0.44,0.248,0.111871851,-0.498922129,0.555856553,-0.284345975
fri_c4_250_50.arff,250,51,0,50,1,0.204,54,135,1,0,0,0.54,0,34.69160941,0.971291653,-17551.36028,10784.84341,0,0,-1,0,0.995378439,0.368,0.132,0.258303773,-0.26202143,0.642383253,-0.143059581,0.288,0.052,0.418040737,-0.102284466,0.70979066,-0.075652174,0.464,0.228,0.064817801,-0.455507402,0.53236715,-0.253075684
fri_c4_500_10.arff,500,11,0,10,1,0.022,55.2,276,1,0,0,0.552,0,45.05611173,1.190386655,-22944.0702,14071.11985,0,0,-1,0,0.992183779,0.348,0.19,0.304578591,-0.374210076,0.691899586,-0.168235637,0.372,0.214,0.280542146,-0.398246521,0.643358566,-0.216776657,0.258,0.1,0.477258729,-0.201529938,0.738127588,-0.122007635
fri_c4_500_100.arff,500,101,0,100,1,0.202,56.6,283,1,0,0,0.566,0,93.64766216,2.167094397,-103238.8542,14159.83406,0,0,-1,0,0.987394484,0.342,0.204,0.291303339,-0.427651335,0.69002296,-0.182231196,0.254,0.116,0.484929107,-0.234025567,0.728265294,-0.143988862,0.462,0.324,0.054023064,-0.66493161,0.526851867,-0.345402289
fri_c4_500_25.arff,500,26,0,25,1,0.052,56.8,284,1,0,0,0.568,0,40.05796999,1.183479419,-37448.61604,6861.420181,0,0,-1,0,0.98661652,0.322,0.196,0.336137226,-0.406686326,0.70528495,-0.180734873,0.252,0.126,0.489895064,-0.252928488,0.744538993,-0.14148083,0.35,0.224,0.280025014,-0.462798538,0.638693271,-0.247326552
fri_c4_500_50.arff,500,51,0,50,1,0.102,52.8,264,1,0,0,0.528,0,49.03893056,1.453738369,-50415.67041,8609.594491,0,0,-1,0,0.99773667,0.398,0.222,0.19987777,-0.446538173,0.638241525,-0.233708912,0.35,0.174,0.29827094,-0.348145003,0.640937982,-0.231012455,0.452,0.276,0.096,-0.550415943,0.548151002,-0.323799435
fried.arff,40768,11,0,10,1,0.000269819,50.10547488,20427,1,0,0,0.501054749,0,37.09290422,1.022558748,-18801.51577,11550.36042,0,0,-1,0,0.99999679,0.13525314,0.025240385,0.729506625,-0.050469322,0.945140707,0.026419061,0.298248626,0.188235871,0.403462003,-0.376513944,0.699438997,-0.219282649,0.18570938,0.075696625,0.628579011,-0.151396936,0.814289018,-0.104432628
fruitfly.arff,125,5,0,2,3,0.04,60.8,76,1,0,0,0.608,0,137.7739219,5.734242407,230.9823887,99.87301544,561.202879,356.8709256,1.521928095,0.00270708,0.966078098,0.448,0.056,-0.005458202,-0.005458202,0.530612245,0.035714286,0.408,0.016,0.019683223,0.019683223,0.507518797,0.012620838,0.448,0.056,0.066915489,0.066915489,0.565655209,0.07075725
gina_agnostic.arff,3468,971,0,970,1,0.279988466,50.83621684,1763,1,0,0,0.508362168,0,45.03196299,1.666312851,-7948.220621,7658.612794,0,0,-1,0,0.999798227,0.232698962,0.082468281,0.533441093,-0.166004783,0.823547904,-0.037598203,0.27739331,0.127162629,0.442476341,-0.256969535,0.724989895,-0.136156212,0.188869666,0.038638985,0.621413533,-0.078032343,0.810098256,-0.051047851
gina_prior.arff,3468,785,0,784,1,0.226355248,50.83621684,1763,1,0,0,0.508362168,0,77.43446088,3.076849555,-5716.340402,5516.558832,0,0,-1,0,0.999798227,0.214244521,0.064302191,0.570201015,-0.129766742,0.841481231,-0.0203798,0.266147636,0.116205306,0.465332583,-0.234635174,0.726766392,-0.135094639,0.053633218,-0.096309112,0.892639335,0.192671578,0.946052699,0.084191668
glass.arff,214,10,0,9,1,0.046728972,64.48598131,138,1,0,0,0.644859813,0,27.8770573,0.928869607,-10809.16049,9753.957544,0,0,-1,0,0.938575089,0.443925234,0.107476636,0.066660545,-0.152634145,0.604817165,-0.03090938,0.322429907,-0.014018691,0.18248256,-0.03681213,0.667143402,0.031416857,0.23364486,-0.102803738,0.474356455,0.255061765,0.730167811,0.094441266
haberman.arff,306,4,0,2,2,0.013071895,73.52941176,225,1,0,0,0.735294118,0,26.07054108,1.306011159,114.7166121,42.50220845,97.16623385,23.2084603,3.526626058,0.035925042,0.833764907,0.248366013,-0.016339869,0.197016781,0.197016781,0.697805213,0.202002744,0.261437908,-0.003267974,0.194789816,0.194789816,0.660493827,0.164691358,0.343137255,0.078431373,0.086021505,0.086021505,0.563758573,0.067956104
hayes-roth.arff,132,5,0,4,1,0.037878788,61.36363636,81,1,0,0,0.613636364,0,28.81900995,0.901633634,-13894.18586,9331.812564,0,0,-1,0,0.962412735,0.371212121,-0.015151515,0.236543909,-0.035829632,0.750060518,0.086661825,0.386363636,0,0,-0.272373541,0.553740015,-0.109658678,0.287878788,-0.098484848,0.426218257,0.153844716,0.746550472,0.083151779
heart-c.arff,303,14,7,6,8,0.04620462,54.45544554,165,4,7,2.310231023,0.544554455,0.165016502,28.75510658,0.908671173,-12751.70912,8582.28347,9.266723331,9.155639058,1.114923775,0.108595872,0.994264609,0.168316832,-0.06930693,0.659663033,0.137581014,0.903645147,0.121299956,0.250825083,0.013201321,0.493734336,-0.028347683,0.735573123,-0.046772068,0.221122112,-0.01650165,0.552358272,0.030276253,0.777031181,-0.00531401
heart-statlog.arff,270,14,0,13,1,0.051851852,55.55555556,150,1,0,0,0.555555556,0,35.19098405,1.73531564,107.8615323,40.30641688,0,0,-1,0,0.99107606,0.177777778,-0.007407407,0.64,0.015,0.896055556,0.097055556,0.266666667,0.081481482,0.463576159,-0.161423841,0.723333333,-0.075666667,0.27037037,0.085185185,0.455675228,-0.169324772,0.729166667,-0.069833333
hepatitis.arff,155,20,167,6,14,0.129032258,79.35483871,123,14,75,48.38709677,0.793548387,5.387096774,35.04195034,1.733047322,107.5825173,40.25555435,14.1113337,14.19990966,0.781798499,0.051735903,0.734645153,0.161290323,-0.019354838,0.534646331,0.192421414,0.823578055,0.10609838,0.206451613,0.025806452,0.268436578,-0.073788339,0.690294715,-0.02718496,0.187096774,0.006451613,0.422310757,0.08008584,0.727134146,0.009654471
hip.arff,54,8,120,7,1,0.148148148,51.85185185,28,1,30,55.55555556,0.518518519,27.77777778,37.29002458,1.022620792,-18919.63589,11622.83609,0,0,-1,0,0.999010271,0.203703704,-0.055555555,0.591471802,0.11357125,0.806318681,0.089285714,0.425925926,0.166666667,0.166442953,-0.311457599,0.629807692,-0.087225275,0.407407407,0.148148148,0.168067227,-0.309833325,0.582417582,-0.134615385
house_16H.arff,22784,17,0,16,1,0.000746138,70.4002809,16040,1,0,0,0.704002809,0,48.49280029,1.38956341,-45832.31984,7865.073025,0,0,-1,0,0.876342718,0.202510534,0.052361306,0.475848376,-0.15998287,0.841626491,-0.028577295,0.291388694,0.141239466,0.236070701,-0.399760545,0.727997104,-0.142206682,0.186929424,0.036780196,0.549015005,-0.086816241,0.7729885,-0.097215286
house_8L.arff,22784,9,0,8,1,0.000395014,70.4002809,16040,1,0,0,0.704002809,0,42.63674598,1.206170327,-36737.68571,6747.684836,0,0,-1,0,0.876342718,0.206943469,0.07715941,0.406039061,-0.266735503,0.860794295,-0.037489064,0.212385885,0.082601826,0.495789561,-0.176985003,0.756465819,-0.14181754,0.186051615,0.056267556,0.543961073,-0.128813491,0.766222257,-0.132061102
houses.arff,20640,9,0,8,1,0.000436047,56.8120155,11726,1,0,0,0.568120155,0,48.24808708,1.397198707,-45338.09883,7863.941982,0,0,-1,0,0.986569033,0.04496124,0.013905038,0.908401506,-0.028415928,0.99220471,-0.001206629,0.034156977,0.003100775,0.92992939,-0.006888044,0.961836164,-0.031575175,0.031589147,0.000532945,0.935597394,-0.00122004,0.967584753,-0.025826586
housing.arff,506,14,0,12,2,0.027667984,58.69565217,297,2,0,0,0.586956522,0,45.31657584,1.195686859,-23075.72956,14151.81347,65.64915485,179.670038,0.362818444,0.005443707,0.978070971,0.245059289,0.083003953,0.519784476,-0.142162109,0.854073114,-0.048968466,0.179841897,0.017786561,0.625111947,-0.036834638,0.845367551,-0.057674029,0.181818182,0.019762846,0.621805183,-0.040141402,0.808258019,-0.094783561
humandevel.arff,130,4,0,2,2,0.030769231,50,65,1,0,0,0.5,0,33.60920759,0.942761735,-17020.94523,10459.01572,0,0,-1,0,1,0.123076923,0.015384615,0.753846154,-0.030769231,0.961893491,0.068994083,0.115384615,0.007692307,0.769230769,-0.015384616,0.881301775,-0.011597633,0.138461538,0.03076923,0.723076923,-0.061538462,0.866863905,-0.026035503
hungarian.arff,294,14,782,6,8,0.047619048,63.94557823,188,4,293,99.65986395,0.639455782,18.99902818,44.83407328,1.185895478,-22830.9659,14001.97878,6.121191707,7.574447966,0.886696704,0.124515213,0.943134004,0.170068027,-0.040816327,0.63117222,0.088518667,0.893566841,0.094515255,0.180272109,-0.030612245,0.596592968,0.053939415,0.788814733,-0.010236853,0.214285714,0.00340136,0.543725674,0.001072121,0.776896829,-0.022154757
hutsof99_child_witness.arff,42,17,0,16,1,0.404761905,59.52380952,25,1,0,0,0.595238095,0,33.18479858,0.931021068,-16811.99535,10330.69184,0,0,-1,0,0.973668065,0.19047619,-0.190476191,0.612009238,0.347238997,0.750588235,0.10117647,0.380952381,0,0.277419355,0.012649114,0.658823529,0.009411764,0.214285714,-0.166666667,0.542372881,0.27760264,0.763529412,0.114117647
hutsof99_logis.arff,70,8,0,3,5,0.114285714,51.42857143,36,4,0,0,0.514285714,0,50.52763644,1.495211396,-51912.57273,8865.194089,15.81264693,13.46441755,1.247937039,0.07422609,0.999411065,0.285714286,-0.085714285,0.427168576,0.169419799,0.816993464,0.141339869,0.342857143,-0.028571428,0.317073171,0.059324394,0.679330065,0.00367647,0.428571429,0.057142858,0.139344262,-0.118404515,0.569444444,-0.106209151
hypothyroid.arff,3772,30,6064,7,23,0.00795334,92.28525981,3481,21,3772,100,0.922852598,5.358784023,28.35195813,0.938359782,-11345.17267,9426.365926,201.1923697,234.8325187,0.337555305,0.001669476,0.39204725,0.050106045,0.023064688,0.547690832,-0.267067312,0.912811445,-0.064963338,0.020943796,-0.006097561,0.86844912,0.053690976,0.98395265,0.006177867,0.085100742,0.058059385,0.347929206,-0.466828938,0.66498498,-0.312789803
ionosphere.arff,351,35,0,34,1,0.0997151,64.1025641,225,1,0,0,0.641025641,0,33.90677335,1.66731774,103.5727267,38.77956176,0,0,-1,0,0.941828535,0.173789174,0.076923077,0.639381537,-0.144093316,0.934991182,0.056966491,0.173789174,0.076923077,0.580645161,-0.202829692,0.742169312,-0.135855379,0.145299145,0.048433048,0.661216147,-0.122258706,0.804356261,-0.07366843
iris.arff,150,5,0,4,1,0.033333333,66.66666667,100,1,0,0,0.666666667,0,30.09306581,0.911628519,-14530.0088,9756.468845,0,0,-1,0,0.918295834,0,-0.006666667,1,0.015075377,1,0.01,0,-0.006666667,1,0.015075377,1,0.01,0,-0.006666667,1,0.015075377,1,0.01
irish.arff,500,6,32,2,4,0.012,55.6,278,2,32,6.4,0.556,1.066666667,184.4013046,7.686522359,1.995889495,1.269392072,3.054830253,2.386250865,1.683839175,0.415267488,0.990932404,0.02,0.02,0.959674818,-0.040325182,0.997812561,-0.002187439,0.128,0.128,0.732995127,-0.267004873,0.850152311,-0.149847689,0.022,0.022,0.955622257,-0.044377743,0.977080498,-0.022919502
jEdit_4.0_4.2.arff,274,9,0,8,1,0.032846715,51.09489051,140,1,0,0,0.510948905,0,82.20806662,3.276913105,-5095.229172,5482.291475,0,0,-1,0,0.999654076,0.302919708,-0.01459854,0.389869614,0.02694268,0.700426439,-0.005383796,0.281021898,-0.03649635,0.434157593,0.071230659,0.719163113,0.013352878,0.332116788,0.01459854,0.335341473,-0.027585461,0.676226013,-0.029584222
jEdit_4.2_4.3.arff,369,9,0,8,1,0.024390244,55.28455285,204,1,0,0,0.552845528,0,77.632459,3.092219764,-5483.807029,5574.616763,0,0,-1,0,0.991927046,0.430894309,0.046070461,0.188203063,-0.051082651,0.638820897,0.000719293,0.420054201,0.035230353,0.1839661,-0.055319614,0.603193702,-0.034907902,0.390243902,0.005420054,0.213429257,-0.025856457,0.603520499,-0.034581105
jm1.arff,10885,22,25,21,1,0.00202113,80.65227377,8779,1,5,0.045934773,0.806522738,0.010439721,79.54706894,3.163797658,-5416.443735,5616.136871,0,0,-1,0,0.708689212,0.196600827,0.001929261,0.197396734,0.079091131,0.654347532,-0.004390075,0.193477262,-0.001194304,0,-0.118305603,0.662083593,0.003345986,0.244740469,0.050068903,0.20020772,0.081902117,0.619653063,-0.039084544
kc1.arff,2109,22,0,21,1,0.010431484,84.54243717,1783,1,0,0,0.845424372,0,80.19980482,3.216655715,-5153.941212,5516.14701,0,0,-1,0,0.621173342,0.17449028,0.018018018,0.300840312,0.040406245,0.789550328,0.082290385,0.154575628,-0.001896634,0,-0.260434067,0.712374711,0.005114768,0.15125652,-0.005215742,0.350454788,0.090020721,0.747044749,0.039784806
kc1-binary.arff,145,95,0,94,1,0.655172414,58.62068966,85,1,0,0,0.586206897,0,80.30594688,3.214502828,-5165.858971,5526.227825,0,0,-1,0,0.978449329,0.268965517,-0.082758621,0.412467532,0.115080359,0.797545639,0.138918188,0.303448276,-0.048275862,0.430357143,0.13296997,0.726470588,0.067843137,0.372413793,0.020689655,0.239805825,-0.057581348,0.633529412,-0.025098039
kc1-top5.arff,145,95,0,94,1,0.655172414,94.48275862,137,1,0,0,0.944827586,0,77.70446261,3.091979305,-5613.551043,5461.491225,0,0,-1,0,0.307975329,0.103448276,0.04137931,0.297253635,0.140821832,0.734319154,-0.038034861,0.082758621,0.020689655,0.35745938,0.201027577,0.776916058,0.004562043,0.055172414,-0.006896552,0.400206825,0.243775022,0.656478102,-0.115875913
kc3.arff,458,40,0,39,1,0.087336245,90.61135371,415,1,0,0,0.906113537,0,80.98759716,3.221970243,-5229.809927,5551.257582,0,0,-1,0,0.449310976,0.14628821,0.048034935,0.282333131,0.135466669,0.821509823,0.206071325,0.093886463,-0.004366812,0,-0.146866462,0.744438218,0.12899972,0.111353712,0.013100437,0.277781213,0.130914751,0.730652844,0.115214346
kdd_el_nino-small.arff,782,9,466,6,3,0.011508951,64.96163683,508,1,214,27.3657289,0.649616368,6.621199204,39.96478035,1.180129115,-37351.53909,6843.700285,11.75752055,2.467292892,4.831512878,0.3787188,0.934410204,0.097186701,-0.04859335,0.792102759,0.102930909,0.973579981,0.031898752,0.145780051,0,0.653557383,0,0.840694868,0,0.162404092,0.02685422,0.65059071,-0.062732571,0.832131157,-0.03972211
kdd_internet_usage.arff,10108,69,2699,0,69,0.006826276,73.14008706,7393,49,2699,26.70162248,0.731400871,0.386980036,0,0,0,0,47.03333278,40.30076459,1.000513296,0.020829562,0.839447285,0.146121884,0.01157499,0.647060932,-0.01113705,0.920855102,0.007408232,0.268599129,0.134052235,0,-0.658197982,0.771355314,-0.142091556,0.179263949,0.044717055,0.508836293,-0.149361689,0.81103571,-0.10241116
kdd_ipums_la_97-small.arff,7019,61,43814,33,28,0.008690697,63.04316854,4425,9,7019,100,0.630431685,10.23311433,28.77583276,0.935510685,-12077.83659,8934.012278,7.517248526,5.177544676,1.563343814,0.183550334,0.950340056,0.296623451,0.258583844,0.4488853,-0.47118248,0.941987875,-0.02710817,0.024219974,-0.013819633,0.948499514,0.028431734,0.978488864,0.009392819,0.066961106,0.028921499,0.85795307,-0.06211471,0.933031638,-0.036064407
kdd_ipums_la_98-small.arff,7485,56,32427,16,40,0.00748163,89.43219773,6694,9,7369,98.4502338,0.894321977,7.736186659,28.26599979,0.938706268,-10964.58327,9893.72719,57.89658456,25.88627031,1.107434261,0.01880303,0.486740324,0.543486974,0.435671343,0.112485828,0.084268958,0.780905629,0.052156522,0.105678023,-0.002137608,0,-0.02821687,0.817255731,0.088506624,0.151102204,0.043286573,0.174370994,0.146154124,0.588558937,-0.14019017
kdd_synthetic_control.arff,600,62,0,60,2,0.103333333,83.33333333,500,1,0,0,0.833333333,0,27.91084293,0.92756094,-10829.15306,9771.978364,0,0,-1,0,0.650022422,0,-0.015,1,0.055102041,1,0.037,0.02,0.005,0.924369748,-0.020528211,0.94,-0.023,0,-0.015,1,0.055102041,1,0.037
kidney.arff,76,7,0,3,4,0.092105263,52.63157895,40,3,0,0,0.526315789,0,31.26326229,0.89908098,-15469.21735,10039.60055,55.30541959,48.03054999,1.169939935,0.02077846,0.998000884,0.342105263,-0.105263158,0.321428571,0.187380314,0.730555556,0.120833334,0.315789474,-0.131578947,0.385444744,0.251396487,0.660069444,0.050347222,0.328947368,-0.118421053,0.346629986,0.212581729,0.675,0.065277778
kin8nm.arff,8192,9,0,8,1,0.001098633,50.87890625,4168,1,0,0,0.508789063,0,47.41570195,1.407831089,-48783.91321,8330.967684,0,0,-1,0,0.999777099,0.268554688,0.012817383,0.462743063,-0.025968836,0.817567901,0.024675632,0.307739258,0.052001953,0.387750668,-0.100961231,0.700351514,-0.092540755,0.196289063,-0.059448242,0.607398287,0.118686388,0.80377476,0.010882491
kr-vs-kp.arff,3196,37,0,0,37,0.011576971,52.22152691,1669,35,0,0,0.522215269,0,0,0,0,0,29.81446298,52.1404017,0.590148291,0.019151666,0.998575539,0.121088861,0.06195244,0.756970878,-0.124221143,0.952041994,-0.009870072,0.339486859,0.280350438,0.339643769,-0.541548252,0.671403454,-0.290508612,0.069148936,0.010012515,0.860967657,-0.020224364,0.972842735,0.010930669
labor.arff,57,17,326,8,9,0.298245614,64.9122807,37,4,56,98.24561404,0.649122807,33.64293086,2.85310276,1.004723405,154.7374239,174.9231212,9.317054194,9.288287145,1.038392536,0.100648161,0.934849024,0.070175439,-0.070175438,0.845945946,0.154054054,0.944594595,0.067567568,0.315789474,-0.017543859,0.322324967,0.014337747,0.737837838,0.033108108,0.210526316,0.03508772,0.558139535,-0.081557052,0.767567568,-0.09054054
letter.arff,20000,17,0,16,1,0.00085,95.935,19187,1,0,0,0.95935,0,28.52198418,0.896355308,-13742.50553,9235.524123,0,0,-1,0,0.245264519,0.0279,0.01325,0.62037472,-0.171303826,0.942871644,-0.005830586,0.04065,0.026,0,-0.791678546,0.768842853,-0.179859377,0.0016,-0.01305,0.979606015,0.187927469,0.99241283,0.0437106
leukemia.arff,72,7130,0,7129,1,99.02777778,65.27777778,47,1,0,0,0.652777778,0,11.10971795,0.771473863,-544.970484,682.8747009,0,0,-1,0,0.931562768,0,-0.097222222,1,0.204878049,1,0.083829787,0.111111111,0.013888889,0.754893617,-0.040228334,0.877446809,-0.038723404,0.194444444,0.097222222,0.526760563,-0.268361388,0.738723404,-0.177446809
lowbwt.arff,189,10,0,2,8,0.052910053,52.38095238,99,5,0,0,0.523809524,0,31.43629936,0.902607317,-15555.01745,10094.82757,9.989437415,11.40273943,0.96217713,0.087554721,0.998363673,0.174603175,-0.01058201,0.646608873,0.021800297,0.864421998,0.024017958,0.164021164,-0.021164021,0.665982555,0.041173979,0.824130191,-0.016273849,0.301587302,0.116402117,0.394537178,-0.230271398,0.708754209,-0.131649831
lung-cancer.arff,32,57,5,0,57,1.78125,40.625,13,13,5,15.625,0.40625,0.274122807,0,0,0,0,5.954360875,10.21773305,1.066562225,0.153365959,1.567052428,0.4375,-0.125,0.339233038,0.200219585,0.690948747,0.090454026,0.625,0.0625,0.056047198,-0.082966255,0.550450515,-0.050044206,0.59375,0.03125,0.122655123,-0.01635833,0.567674745,-0.032819976
lupus.arff,87,4,0,3,1,0.045977011,59.77011494,52,1,0,0,0.597701149,0,155.3770211,6.467843397,13.58889298,3.968212272,0,0,-1,0,0.972279462,0.275862069,-0.011494253,0.415453527,0.010203322,0.705715549,-0.019833902,0.298850575,0.011494253,0.384322265,-0.02092794,0.716758242,-0.008791209,0.298850575,0.011494253,0.389967638,-0.015282567,0.717857143,-0.007692308
lymph.arff,148,19,0,3,16,0.128378378,54.72972973,81,10,0,0,0.547297297,0,27.86572257,0.929708956,-10802.51834,9747.965569,15.72886067,14.87437533,1.117406185,0.066795116,0.993535622,0.175675676,-0.033783783,0.639902676,0.069812721,0.905288373,0.080154782,0.202702703,-0.006756756,0.594075699,0.023985744,0.784503409,-0.040630182,0.195945946,-0.013513513,0.602002967,0.031913012,0.814446287,-0.010687304
lymphoma_2classes.arff,45,4027,5948,4026,1,89.48888889,51.11111111,23,1,38,84.44444444,0.511111111,3.282288994,11.84737286,0.777047332,-655.5363563,708.8220883,0,0,-1,0,0.99964375,0.311111111,-0.111111111,0.373757455,0.21446542,0.764800176,0.11559069,0.444444444,0.022222222,0.115913556,-0.043378479,0.587944664,-0.061264822,0.622222222,0.2,-0.245059289,-0.404351324,0.395256917,-0.253952569
machine_cpu.arff,209,7,0,6,1,0.033492823,73.20574163,153,1,0,0,0.732057416,0,63.71141129,2.873569813,131.8723292,69.46089123,0,0,-1,0,0.838496857,0.057416268,-0.043062201,0.855279862,0.131752303,0.970063025,0.172093837,0.205741627,0.105263158,0.526476632,-0.197050927,0.818977591,0.021008403,0.066985646,-0.033492823,0.829248366,0.105720807,0.9160831,0.118113912
MagicTelescope.arff,19020,12,0,11,1,0.000630915,64.83701367,12332,1,0,0,0.648370137,0,1.953307424,0.274526747,472.1719735,55.69842539,0,0,-1,0,0.935515245,0.273238696,0.096267087,0.328548137,-0.262866035,0.756664772,-0.100627366,0.275814932,0.098843323,0.425234782,-0.16617939,0.729727271,-0.127564867,0.196740273,0.019768664,0.557752212,-0.03366196,0.772223038,-0.0850691
mammography.arff,11183,7,0,6,1,0.00062595,97.67504248,10923,1,0,0,0.976750425,0,14.62946886,1.825847593,65.42533002,312.4727896,0,0,-1,0,0.15931642,0.044442457,0.029061969,0.411483313,-0.126787959,0.912480906,0.069577611,0.022713047,0.007332559,0.296537422,-0.24173385,0.763571398,-0.079331897,0.017258339,0.001877851,0.598133253,0.059861981,0.730054437,-0.112848858
mbagrade.arff,61,3,0,1,2,0.049180328,52.45901639,32,2,0,0,0.524590164,0,39.09168589,1.064132611,-19849.80157,12186.78413,9.662449651,14.24126061,0.747394446,0.070095941,0.998254569,0.327868852,-0.065573771,0.338394794,0.148129307,0.71174569,0.142780173,0.442622951,0.049180328,0.111171074,-0.079094413,0.581357759,0.012392242,0.524590164,0.131147541,-0.048335124,-0.238600611,0.488579353,-0.080386164
